Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG039,Somuncura 1,Somuncura 1,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.136,-68.286,LOCATION IS UNKNOWN AND APPROXIMATED,Somuncura Plateau,,,Obsidian,,,,"""Miotti, Laura, Enrique Terranova, Ramiro Barberena, Dario Hermo, Martin Giesso, and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro, Argentina). Current Research in the Pleistocene 27:22-24.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG040,Talagapa,Talagapa,,,,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.689,-68.162,,Somuncura Plateau,,,Obsidian,,,,"""Miotti, Laura, Enrique Terranova, Ramiro Barberena, Dario Hermo, Martin Giesso, and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro, Argentina). Current Research in the Pleistocene 27:22-24.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG041,Yahmoc,Yahmoc,,,,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.651,-67.989,,Somuncura Plateau,,,Obsidian,,,,"""Miotti, Laura, Enrique Terranova, Ramiro Barberena, Dario Hermo, Martin Giesso, and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro, Argentina). Current Research in the Pleistocene 27:22-24.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Chubut,G-ARG042,Cisnes,Cisnes,,,,,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-44.4433,-71.18694,Location is questionable,,,Poor,Obsidian,"""Cisnes obsidian can be found in small, brittle nodules (Mendez et al. 2012).""",,,"""Mendez, M., Cesar A., Charles R. Stern, Omar R. Reyes B., and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara, Revista de Anthropologia Chilena 44(3):363-375.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG043,Sacanana,Sacanana,17.8,,17.8,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.5,-68.6,,Somuncura Plateau,,,Obsidian,,,"""Literature suggests alternate names for this source include Telsen and T/SN1 (Mendez et al. 2012).""","""Mendez, M., Cesar A., Charles R. Stern, Omar R. Reyes B., and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara, Revista de Anthropologia Chilena 44(3):363-375.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG044,Sierra Negra,Sierra Negra,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.3,-66.6,,Somuncura Plateau,,,Obsidian,,,"""Literature suggests alternate names for this source include Telsen and T/SN2 (Mendez et al. 2012).""","""Mendez, M., Cesar A., Charles R. Stern, Omar R. Reyes B., and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara, Revista de Anthropologia Chilena 44(3):363-375.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG045, Angostura Blanca, Angostura Blanca,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.595,-70.341,,Somuncura Plateau,,,Obsidian,,,"""Literature suggests alternate names for this source include Piedra Parada, Ang. Blanco, and DesX (Stern 2017)""","""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG046,Cerro Castillo,Cerro Castillo,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.136,-68.286,LOCATION IS UNKNOWN AND APPROXIMATED,Somuncura Plateau,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG047,Somuncura Plateau General,Somuncura Plateau General,14.25,,14.25,,Active,Convergent,Continental,Active Continental Margin,-42.136,-68.286,LOCATION IS UNKNOWN AND APPROXIMATED,Somuncura Plateau,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,G-ARG048,Lago la Larga,Lago la Larga,14.25,,14.25,,Active,Convergent,Continental,Active Continental Margin,-42.851,-71.647,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Los Alerces National Park (Stern 2017)""","""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,G-ARG049,Lago Lolog,Lago Lolog,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.015,-71.514,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Cerro de la Planicie (Stern 2017)""","""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,G-ARG051,Lago Lacar,Lago Lacar,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.156,-71.532,,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,G-ARG052,Yuco,Yuco,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.165,-71.343,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,G-ARG053,Meliquina,Meliquina,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.347,-71.284,,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,G-ARG054,Paillakura,Paillakura,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.252,-71.286,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG055,Telesen,Telesen 1 and 2,14.6,,14.6,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.513,-66.964,,Somuncura Plateau,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG057,Río Villegas,Río Villegas,,,,,Active,Convergent,Continental,Active Continental Margin,-41.551,-71.271,LOCATION ONLY,,,,Obsidian,,,,,,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,G-ARG058,Sierra Chata,Sierra Chata,,,,,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.362,-66.531,LOCATION ONLY,Somuncura Plateau,,,Obsidian,,,,,,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,G-BOL001,Cerro Kasquio,Cerro Kasquio,,,,,Active,Convergent,Continental,Active Continental Margin,-21.451,-67.709,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Cerro Kaskio (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Capriles, Jose M., Juan Albarracin-Jordan, Umberto Lombardo, Daniela Osorio, Blaine Maley, Steven T. Goldstien, Katherine A. Herrera, Michael D. Glascock, Alejandra I. Domic, Heinz Veit, and Calogero M. Santoro. 2016. High-Altitude Adaptation and Late Pleistocene Foraging in the Bolivian Andes. Journal of Archaeological Science 6:463-474.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,G-BOL002,Cerro Zapaleri,Cerro Zapaleri,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-22.637,-67.236,,,,,Obsidian,"""Cerro Zapaleri obsidian is found as highly weathered, leaf-shaped nodules on the banks of Laguna Blanca, East of the Jarellon Caldera bordering Bolivia and Chile. The glass varies from black to red-brown, but may be found as a yellow-translucent form (Seelenfreund et al. 2010).""",,"""Literature suggests an alternate name for this source includes Laguna Blanca (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Mario Pino, Michael D. Glascock, Carole Sincalire, Pedro Miranda, Denisse Pasten, Simón Cancino, María Inés Dinator, and José Roberto Morales. 2010. Morphological and Geochemical Analysis of the Laguna Blanca/Zapaleri Obsidian Source in the Atacama Puna. Geoarchaeology: An International Journal 25(2):245-263. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,La Paz,G-BOL003,Charaña,Charaña,,,,,Active,Convergent,Continental,Active Continental Margin,-17.427,-68.973,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., and Martin Giesso. 2012. New Perspectives on Obsidian Procurement and Exchange at Tiwanaku, Bolivia. Obsidian and Ancient Manufactured Glasses. Univeristy of New Mexico Press, Albuquerque.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,La Paz,G-BOL004,Sopocachi,Sopocachi,,,,,Active,Convergent,Continental,Active Continental Margin,-17.514,-67.971,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., and Martin Giesso. 2012. New Perspectives on Obsidian Procurement and Exchange at Tiwanaku, Bolivia. Obsidian and Ancient Manufactured Glasses. Univeristy of New Mexico Press, Albuquerque.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Oruro Dept,G-BOL005,Sora Sora,Sora Sora,,,,,Active,Convergent,Continental,Active Continental Margin,-18.491,-67.913,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., and Martin Giesso. 2012. New Perspectives on Obsidian Procurement and Exchange at Tiwanaku, Bolivia. Obsidian and Ancient Manufactured Glasses. Univeristy of New Mexico Press, Albuquerque.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,G-BOL006,Chascon,Chascon,,,,,Active,Convergent,Continental,Active Continental Margin,-21.883,-67.903,,Chascon-Runtu Jarita Complex,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watts, R. B., S. L. De Silva, G. Jimenez De Rios, and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,G-BOL007,Pabelloncita Loma,Pabelloncita Loma,,,,,Active,Convergent,Continental,Active Continental Margin,-21.949,-67.865,,Chascon-Runtu Jarita Complex,,,Obsidian,,,,"""Watts, R. B., S. L. De Silva, G. Jimenez De Rios, and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,G-BOL008,Cerro Runtu Jara,Cerro Runtu Jara,,,,,Active,Convergent,Continental,Active Continental Margin,-22.00269,-67.824,,Chascon-Runtu Jarita Complex,,,Obsidian,,,,"""Watts, R. B., S. L. De Silva, G. Jimenez De Rios, and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.""",,,,,,,,,,,,,,,,,,,
South America,Brazil Shield,Brazil Shield,Brazil,Rio Grande do Sul,G-BRA001,Lavras do Sul Shoshonitic Association,Lavras do Sul Shoshonitic Association,,630,630,,Inactive,Convergent,Continental,Active Continental Margin,-30.993,-53.494,Location is uncertain,,,,Obsidian,"""Obsidian from the southernmost tip of Brazil originates 'post-collisional stage of the Brasiliano/Pan-African orogenic cycle in the Neoproterozoic III to Ordovician period.' The obsidian is dark, dense, and finely banded (Wildner et al. 2002). There is no evidence of archaeological use.""",,,"""Wilder, W., E. F. Lima, L. V. S. Nardi, and C. A. Sommer. 2002. Volcanic Cycles and Setting in the Neoproterozoic III to Ordovician Camaqua Basin Sucession in Southern Brazil: Characteristics of Post-Collisional Magmatism. Journal of Volcanology and Geothermal Research 118:261-283.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Los Lagos,G-CHL002,Chaiten Volcano,Chaiten Volcano,0.1,32-10,0.1,,,,Continental,Active Continental Margin,-42.501,-72.4,,,,,Obsidian,"""Chaiten Volcano obsidian is from 'A rhyolitic dome within a collapsed caldera located on the west flank of the much larger Michinmahuida volcano, northeast of the town of Chaiten.' Glass from this source is a translucent grey with bands, and contains phenocrysts of quartz and feldspar (Fernandez et al. 2015).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Chile,Chile,G-CHL003,Estero la Plata,Estero la Plata,,32-10,21,,,,Continental,Active Continental Margin,-35.962,-71.015,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Javier Miranda, Alain Mariaux, María Inés Dinator, and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara, Revista de Antropología Chilena 37(2):245-253. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
