Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,,,,,,,,,,,,,,,,,,,
Pacific,Southeast Asia,Southeast Asia,Philippines,Mindanao,G-MIN001,Huluga,Huluga,,33.9,33.9,,Inactive,Divergent,,Mature Island Arc,8.441,124.69,LOCATION ONLY,,Pacific Spreading,,Obsidian,"""Hulugu is an archaeological site just outside of Cagayan de Oro City, Mindanao, Philippines.""",,"""Literature suggests an alternate name for this source includes Obsidian Hill (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Katili, John A. 1975. Volcanism and Plate Tectonics in the Indonesian Island Arcs. Tectonophysics 26:165-188.""",,,,,,,,,,,,,,,,,,,
Pacific,Pacific,Pacific,Pitcairn Islands,Pitcairn Islands,G-PIT001,Down Rope,Down Rope,,,,Shield,Hotspot,Intraplate,Oceanic,Extensional Zone in Oceanic Basin,-24.378,-128.319,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Pitcairn Islands (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Smith, I. E. M., G. K. Ward, and W. R. Ambrose. 1977. Geographic Distribution and the Characterization of Volcanic Glasses in Oceania. Archaeology and Physical Anthropology in Oceania 12(3):173-201. ; Leach, Foss. 1996. New Zealand and Oceanic Obsidians: An Archaeological Perspective Using Neutron Activation Analysis. Journal of the Royal Society of New Zealand 26(1):79-105.""",,,,,,,,,,,,,,,,,,,
Pacific,Pacific,Pacific,Samoa,Samoa,G-SAM001,Goat Island,Goat Island,,,,Shield,Active,Convergent,Oceanic,Primitive Island Arc,-14.279,-170.659,Location of Source is unknown probably in Pago Caldera of Tutuila Island American Samoa (Goat island is passed Observation Point in the Pago Pago Harbour?),,,,Obsidian,,,"""Literature suggests alternate names for this source include Tutuila and American Samoa (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Sheppard, P. J., R. G. V. Hancock, L. A. Pavlish, and R. Parker. 1989. Samoan Volcanic Glass. Archaeology in Oceania 24:70-74.""",,,,,,,,,,,,,,,,,,,
Pacific,Pacific,Pacific,Samoa,Samoa,G-SAM002,Upolu,Upolu,,,,Shield,Active,Convergent,Oceanic,Primitive Island Arc,-13.955,-171.664,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Burley, David V., Peter J. Sheppard, and Maia Simonin. 2011. Tongan and Samoan Volcanic Glass: PXRF Analysis and Implications for Constructs of Ancestral Polynesian Society. Journal of Archaeological Science 38:2625-2632.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Salta,G-ARG001,Alto Tocomar,Alto Tocomar,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-24.175,-66.773,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Escola, Patricia S., Salomon Hocsman, and Maria P. Babot. 2016. Moving Obsidian: The Case of Antofagasta de la Sierra Basin (Southern Argntinean Puna) During the Late Middle and Late Holocene. Quaternary International 422:109-122.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Catamarca,G-ARG002,Archibarca,Archibarca,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-25.364,-68.185,,,,,Obsidian,"""Archibarca obsidian outcrops lie 100 km northwest of Antofagasta de la Sierra, and is mainly found in secondary alluvial deposits. The glass is opaque black with gray banding, and often found as large nodules (Escola et al. 2016).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Escola, Patricia S., Salomon Hocsman, and Maria P. Babot. 2016. Moving Obsidian: The Case of Antofagasta de la Sierra Basin (Southern Argntinean Puna) During the Late Middle and Late Holocene. Quaternary International 422:109-122.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Jujuy,G-ARG003,Caldera Vilama,Caldera Vilama 1 and 2,,,,,Active,Convergent,Continental,Active Continental Margin,-22.5533,-66.687,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG005,Cerro Bayo,Cerro Bayo 1 and 2,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-38.772,-70.705,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Argentina,G-ARG007,Cerro Pampa,Cerro Pampa,,,,,,,Continental,Active Continental Margin,,,,,Southern Patagonia,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Catamarca,G-ARG009,Cueros de Purulla,Cueros de Purulla,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-26.47,-67.465,,,,,Obsidian,"""Cueros de Purulla outcrops are located 60-70 km southwest of Antofagasta de la Sierra. The glass may be found in large blocks exceeding 25 centimeters in length, and range from black to black-red. 'In this regard, it must be noted that black obsidian corresponds to opaque shiny volcanic glass and dark gray and black-reddish to an opaque satin one' (Escola et al. 2016).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Escola, Patricia S., Salomon Hocsman, and Maria P. Babot. 2016. Moving Obsidian: The Case of Antofagasta de la Sierra Basin (Southern Argntinean Puna) During the Late Middle and Late Holocene. Quaternary International 422:109-122. ; Caria, Mario A., Patricia S. Escola, Julian P. Gomez Augier, and Michael D. Glascock. 2009. Obsidian Circulation: New Distribution Zones for the Argentinean Northwest. International Association for Obsidian Studies 40:5-11. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG010,Cueva del Huenul,Cueva del Huenul,,32-10,21,,,,Continental,Active Continental Margin,37.103,-70.04,,,"Region of ""Active Margin"" Basins",,Obsidian,"""Cueva del Huenul obsidian is from an area below the Headwaters of the Colorado River in Argentina. Glass from this source is distributed between several volcanos, and may be up to 80 cubic cm (Duran et al. 2011).""",,"""Literature suggests an alternate name for this source includes Cerro Huenul (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Giesso, M., V. Durán, G. Neme, M. D. Glascock, V. Cortegoso, A. Gil, and L. Sanhueza. 2011. A Study of Obsidian Source Usage in the Central Andes of Argentina and Chile. Archaeometry 53(1):1-21. ; Giesso, Martin, Monica A. Beron, and Michael D. Glascock. 2008. Obsidian in Western Pampas, Argentina: Source Characterization and Provisioning Strategies. International Association of Obsidian Studies 38:15-18. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG011,Desconocida,Desconocida,,32-10,21,,,,Continental,Active Continental Margin,-35.593,-66.885,LOCATION IS UNKNOWN AND APPROXIMATED,,Northern Patagonia,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Anna Maria de Francisco, Valeria Cortegoso, Gustavo Neme, Luis Cornejo, Marco Bocci. 2012. Caracterización y Procedencia de Obsidianas de Sitios Arquelógicos del Central Oeste de Argentina y Centro Chile con Metodología no Destructiva por Fluorescencia de Rayos X (XRF). Intersecciones en Antropología 13:423-437. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Mendoza,G-ARG012,El Peceño,El Peceño 1 and 2,,32-10,21,Cone,,,Continental,Active Continental Margin,-35.294742,-68.62996195,,,Northern Patagonia,,Obsidian,"""The obsidian source known as Cerro el Peceño is from El Nevada Volcano, a relatively small cone with many alluvial deposits. Nodules from this source vary in size, up to 30cm across (Duran et al. 2011). Being on the Eastern Plains of Southern Mendoza, this source was easily accesible and has been exploited historically. Samples from El Peceño-2 are more likely to be found in the alluvial deposits than El Peceño-1 (Salgán and Pompeo 2017).""",,"""Literature suggests alternate names for this source include Cerro el Peceño (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Giesso, M., V. Durán, G. Neme, M. D. Glascock, V. Cortegoso, A. Gil, and L. Sanhueza. 2011. A Study of Obsidian Source Usage in the Central Andes of Argentina and Chile. Archaeometry 53(1):1-21. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324. ; Salgán, M. Laura, and M. Paz Pompei. 2017. Fuente e Obsidiana El Peceño: Primeros Resultados de au Abordaje Tecnológico, Geoquímico y Espacial. Revista del Museo de Antropología, Suplemento Especial 1:51-58.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG014,La Bandera,La Bandera,,32-10,21,,,,Continental,Active Continental Margin,-38.086,-70.004,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Giesso, Martin, Monica A. Beron, and Michael D. Glascock. 2008. Obsidian in Western Pampas, Argentina: Source Characterization and Provisioning Strategies. International Association of Obsidian Studies 38:15-18. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,,,Argentina,Neuquen,G-ARG016,Lago San Martín,Lago San Martín,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Catamarca,G-ARG017,Laguna Cavi,Laguna Cavi,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-26.249,-66.895,Location is Questionable,,,,Obsidian,"""Laguna Cavi obsidian can be found 30-40 km southwest of Antofagasta de la Sierra as a secondary deposit containing small translucent grey to black nodules (Escola et al. 2016).""",,"""Literature suggests an alternate name for this source includes Unknown B (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Caria, Mario A., Patricia S. Escola, Julian P. Gomez Augier, and Michael D. Glascock. 2009. Obsidian Circulation: New Distribution Zones for the Argentinean Northwest. International Association for Obsidian Studies 40:5-11. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Mendoza,G-ARG018,Laguna del Diamante,Laguna del Diamante  - Arroyo las Numeradas and Diamante Arroyo Paramillos subsourcea,,32-10,21,Caldera,,,Continental,Active Continental Margin,-34.157,-69.823,,,"Region of ""Active Margin"" Basins",,Obsidian,"""Laguna del Diamante obsidian is found in the Cordillera Principal Volcanic Complex, near the a lagoon and river of the same name. There are two subsources: Arroyo las Numeradas and Arroyo Paramillos. Arroyo Las Numerals is widely distributed within the caldera along the crests and ridges, as well as the surrounding valleys. Arroyo Paramillos obsidian can be found only in the glacial and alluvial deposits near the caldera. Typically, Arroyo Paramillos nodules are less than 3 cm across (Duran et al. 2011).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Anna Maria de Francisco, Valeria Cortegoso, Gustavo Neme, Luis Cornejo, Marco Bocci. 2012. Caracterización y Procedencia de Obsidianas de Sitios Arquelógicos del Central Oeste de Argentina y Centro Chile con Metodología no Destructiva por Fluorescencia de Rayos X (XRF). Intersecciones en Antropología 13:423-437. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Mendoza,G-ARG020,Las Cargas,Las Cargas,,32-10,21,,,,Continental,Active Continental Margin,-35.252,-70.585,,,"Region of ""Active Margin"" Basins",High,Obsidian,"""Arroyo de las Cargas obsidian is found in the Planchón-Peteroa Volcanic Complex, on the border of Argentina and Chile. Nodules are distributed across an area of 8 square km, and secondary deposits can be found for many km around due to glaciation and erosion of the volcano. This glass is of high quality, but was not widely used (Duran et al. 2011).""",,"""Literature suggests an alternate name for this source includes Arroyo de las Cargas (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Giesso, M., V. Durán, G. Neme, M. D. Glascock, V. Cortegoso, A. Gil, and L. Sanhueza. 2011. A Study of Obsidian Source Usage in the Central Andes of Argentina and Chile. Archaeometry 53(1):1-21. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,,,Argentina,Santa Cruz,G-ARG021,Meseta Central,Meseta Central,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Catamarca,G-ARG024,Ona-Las Cuevas,Ona-Las Cuevas,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-25.549,-67.901,,,,High,Obsidian,"""Obsidian from Ona-Las Cuevas can be found from many deposits 80-90 km northwest of Antofagasta de al Sierra, Argentina. The glass is high quality, 20-30 cm across, and black to grey with some samples exhibiting grey to red-brown coloration (Escola et al. 2016).""",,"""Literature suggests an alternate name for this source includes Ona (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Caria, Mario A., Patricia S. Escola, Julian P. Gomez Augier, and Michael D. Glascock. 2009. Obsidian Circulation: New Distribution Zones for the Argentinean Northwest. International Association for Obsidian Studies 40:5-11. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Santa Cruz,G-ARG025,Pampa del Asador,Pampa del Asador 1 2 and 3,4.9-6.4,,5.65,,,,Continental,Active Continental Margin,-47.994,-71.178,,,Southern Patagonia,High,Obsidian,"""Pampa del Asador obsidian is found primarily in fluvial and glacial secondary deposits in the Santa Cruz Province of Argentina. Nodules are translucent grey to black, up to 20 cm across, and may contain a brown-grey tint in more weathered samples. Pampa del Asador varieties 1 and 2 are free of phenocrysts, while a third variety contains small plagioclase feldspar inclusions (Fernandez et al. 2015).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Nami, Hugo G., Matrin Giesso, Alicia Castro, and Michael D. Glascock. 2017. New Analyses of Late Holocene Obsidians from oouthern Patagonia (Santa Cruz, Argentina). International Association of Obsidian Studies 57:13-25.""",,,,,,,,,,,,,,,,,,,
South America,,,Argentina,Santa Cruz,G-ARG028,Pampa la Chispa,Pampa la Chispa,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Mendoza,G-ARG029,Pehuenche,Pehuenche,,32-10,21,,,,Continental,Active Continental Margin,-35.257,-70.49,,,"Region of ""Active Margin"" Basins",,Obsidian,,,"""Literature suggests an alternate name for this source includes Arroyo El Pehuenche (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Martin Geisso, Michael D. Glascock, Gustavo Neme, Adolfo Gil, and Lorena Sanhuenza R. 2004. Estudio de Fuentes de Aprovisionamiento y Redes de Distribucion de Obsidiana Durante el Holoceno Tardio en el Sur de Mendoza (Argentina). Estudios Atacamenos 28:25-43. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG030,Portada Covunco,Portada Covunco,3.42,,3.42,,,,Continental,Active Continental Margin,-38.789,-70.205,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Argentina,G-ARG031,Quiron,Quiron,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-24.201,-67.095,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Escola, Patricia S., Salomon Hocsman, and Maria P. Babot. 2016. Moving Obsidian: The Case of Antofagasta de la Sierra Basin (Southern Argntinean Puna) During the Late Middle and Late Holocene. Quaternary International 422:109-122. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",,,,,,,,,,,,,,,,,,,
South America,,,Argentina,Salta,G-ARG032,Ramadas,Ramadas,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG033,Río Kilca,Río Kilca,,32-10,21,,,,Continental,Active Continental Margin,-39.01,-70.632,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG034,Río Litran,Río Litran,,32-10,21,,,,Continental,Active Continental Margin,-38.862,-70.925,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Salta,G-ARG035,Salar del Hombre Muerto,Salar del Hombre Muerto,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-25.468,-67.119,,,,,Obsidian,"""Salar del Hombre Muerto obsidian is found 70-80 km northeast of Antofagasta de la Sierra. It is found as a secondary deposit on the northern banks of Salar del Hombre Muerto. The obsidian is shiny and black, but may be found as a transparent to cloudy yellow (Escola et al. 2016).""",,"""Literature suggests an alternate name for this source includes Lago Salar del Hombre Muerto (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Pintar, Elizabeth, Jorge G. Martinez, Carlos A. Aschero, and Michael D. Glascock. 2016. Obsidian Use and Mobility During the Early and Middle Holocene in Salt Pun, NW Argentina. Quaternary International 422:93-108. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",,,,,,,,,,,,,,,,,,,
South America,,,Argentina,Catamarca,G-ARG036,Valle Ancho,Valle Ancho,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,"""Obsidian from Valle Ancho is found in the lower valleys to the south of Salt Puna. Nodules are black and medium sized (Pintar et al. 2016).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Pintar, Elizabeth, Jorge G. Martinez, Carlos A. Aschero, and Michael D. Glascock. 2016. Obsidian Use and Mobility During the Early and Middle Holocene in Salt Pun, NW Argentina. Quaternary International 422:93-108.""",,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,G-ARG037,Volcan Payún Matrú,Volcan Payún Matrú,,32-10,21,,,,Continental,Active Continental Margin,-36.413,-69.237,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Martin Geisso, Michael D. Glascock, Gustavo Neme, Adolfo Gil, and Lorena Sanhuenza R. 2004. Estudio de Fuentes de Aprovisionamiento y Redes de Distribucion de Obsidiana Durante el Holoceno Tardio en el Sur de Mendoza (Argentina). Estudios Atacamenos 28:25-43. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Santa Cruz,G-ARG038,Baguales,Baguales,2.3,,2.3,,,,Continental,Active Continental Margin,-50.4,-72.15,,,Southern Patagonia,,Obsidian,"""Cordillera Baguales glass is from an unknown location in the upper Santa Cruz river basin. The obsidian is banded light grey to green over a transparent base (Fernandez et al. 2015).""",,"""Literature suggests alternate names for this source include Cordillera Baguales and Cordillera Calafate (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54.""",,,,,,,,,,,,,,,,,,,
